,ENSG_ID,gene_symbol,collision,source,NCBI_ID,HGNC_ID,alias_symbol
217,ENSG00000145780,FEM1C,FEM1A,ENSG,GENE ID:56929,HGNC:16933,"EUROIMAGE686608,EUROIMAGE783647,FEM1A,KIAA1785"
218,ENSG00000061337,LZTS1,FEZ1,ENSG,GENE ID:11178,HGNC:13861,FEZ1
219,ENSG00000129682,FGF13,FGF2,ENSG,GENE ID:2258,HGNC:3670,"FGF2,FHF2,FLJ30672,LINC00889"
220,ENSG00000000971,CFH,FHL1,ENSG,GENE ID:3075,HGNC:4883,"ARMD4,ARMS1,FHL1,HF,HF1,HF2,HUS"
221,ENSG00000141756,FKBP10,FKBP6,ENSG,GENE ID:60681,HGNC:18169,"FKBP6,FKBP65,FLJ20683,FLJ22041,FLJ23833,HFKBP65"
222,ENSG00000119782,FKBP1B,FKBP9,ENSG,GENE ID:2281,HGNC:3712,"FKBP12.6,FKBP1L,FKBP9,OTK4,PPIASE"
223,ENSG00000077782,FGFR1,FLG,ENSG,GENE ID:2260,HGNC:3688,"BFGFR,CD331,CEK,FLG,FLT2,H2,H3,H4,H5,KAL2,N-SAM"
224,ENSG00000284571,FLII,FLI1,ENSG,GENE ID:2314,HGNC:3750,"FLI,FLI1,FLIL,MGC39265"
225,ENSG00000177731,FLII,FLI1,ENSG,GENE ID:2314,HGNC:3750,"FLI,FLI1,FLIL,MGC39265"
226,ENSG00000076258,FMO4,FMO2,ENSG,GENE ID:2329,HGNC:3772,FMO2
227,ENSG00000188763,FZD9,FZD3,ENSG,GENE ID:8326,HGNC:4047,"CD349,FZD3"
228,ENSG00000101464,PIGU,GAB1,ENSG,GENE ID:128869,HGNC:15791,"BA346K17.2,CDC91L1,GAB1,PIG-U"
229,ENSG00000235720,GABPAP,GABPB1,ENSG,,HGNC:4072,"E4TF1,E4TF1B,GABPB1"
230,ENSG00000104064,GABPB1,GABPB2,ENSG,GENE ID:2553,HGNC:4074,"E4TF1-47,GABPB,GABPB2"
231,ENSG00000197487,GALP,GAL,ENSG,GENE ID:85569,HGNC:24840,GAL
232,ENSG00000175229,GAL3ST3,GAL3ST2,ENSG,GENE ID:89792,HGNC:24144,GAL3ST2
233,ENSG00000106648,GALNTL5,GALNT15,ENSG,GENE ID:168391,HGNC:21725,"GALNAC-T5L,GALNT15"
234,ENSG00000110328,GALNT18,GALNT15,ENSG,GENE ID:374378,HGNC:30488,"GALNAC-T18,GALNT15,GALNTL4,MGC71806"
235,ENSG00000174473,GALNTL6,GALNT17,ENSG,GENE ID:442117,HGNC:33844,"GALNAC-T6L,GALNT17"
236,ENSG00000131386,GALNT15,GALNT7,ENSG,GENE ID:117248,HGNC:21531,"GALNT7,GALNTL2,PP-GALNAC-T15"
237,ENSG00000070729,CNGB1,GAR1,ENSG,GENE ID:1258,HGNC:2151,"CNCG2,CNCG3L,CNGB1B,GAR1,GARP,RCNC2,RCNCB,RP45"
238,ENSG00000291137,GBA1LP,GC,ENSG,GENE ID:2630,,"Beta-GC,GBA,GBAP,GBAP1,GC,GLUC"
239,ENSG00000168067,MAP4K2,GCK,ENSG,GENE ID:5871,HGNC:6864,"BL44,GCK,RAB8IP"
240,ENSG00000012983,MAP4K5,GCKR,ENSG,GENE ID:11183,HGNC:6867,"GCKR,KHS,KHS1"
241,ENSG00000263155,MYZAP,GCOM1,ENSG,GENE ID:100820829,HGNC:43444,"GCOM1,GUP,GUP1,MYOZAP"
242,ENSG00000122912,SLC25A16,GDA,ENSG,GENE ID:8034,HGNC:10986,"D10S105E,GDA,HGT.1,ML7"
243,ENSG00000122133,PAEP,GDA,ENSG,GENE ID:5047,HGNC:8573,"GD,GDA,GDF,GDS,MGC138509,MGC142288,PAEG,PEP,PP14"
244,ENSG00000112312,GMNN,GEM,ENSG,GENE ID:51053,HGNC:17493,GEM
245,ENSG00000114353,GNAI2,GIP,ENSG,GENE ID:2771,HGNC:4385,"GIP,GNAI2B"
246,ENSG00000173918,C1QTNF1,GIP,ENSG,GENE ID:114897,HGNC:14324,"CTRP1,FLJ90694,GIP,ZSIG37"
247,ENSG00000131233,GJA9,GJA10,ENSG,GENE ID:81025,HGNC:19155,"CX58,CX59,GJA10"
248,ENSG00000159248,GJD2,GJA9,ENSG,GENE ID:57369,HGNC:19154,"CX36,GJA9"
249,ENSG00000183153,GJD3,GJC1,ENSG,GENE ID:125111,HGNC:19147,"CX30.2,CX31.9,GJA11,GJC1"
250,ENSG00000176402,GJC3,GJE1,ENSG,GENE ID:349149,HGNC:17495,"CX29,CX30.2,GJE1"
251,ENSG00000156958,GALK2,GK2,ENSG,GENE ID:2585,HGNC:4119,GK2
252,ENSG00000291479,NAT8,GLA,ENSG,GENE ID:9027,HGNC:18069,"ATASE2,GLA,HCML1,TSC501"
253,ENSG00000144035,NAT8,GLA,ENSG,GENE ID:9027,HGNC:18069,"ATASE2,GLA,HCML1,TSC501"
254,ENSG00000135423,GLS2,GLS,ENSG,GENE ID:27165,HGNC:29570,"GA,GLS,HLGA,LGA"
255,ENSG00000182771,GRID1,GLUD1,ENSG,GENE ID:2894,HGNC:4575,"GLUD1,KIAA1220"
256,ENSG00000152208,GRID2,GLUD2,ENSG,GENE ID:2895,HGNC:4576,"GLUD2,GLUR-DELTA-2"
257,ENSG00000111711,GOLT1B,GOT1,ENSG,GENE ID:51026,HGNC:20175,"CGI-141,GOT1,YMR292W"
258,ENSG00000174567,GOLT1A,GOT1,ENSG,GENE ID:127845,HGNC:24766,"CGI-141,FLJ42654,GOT1,MGC62027,YMR292W"
259,ENSG00000113552,GNPDA1,GPI,ENSG,GENE ID:10007,HGNC:4417,"GNPDA,GNPI,GPI,HLN,KIAA0060"
260,ENSG00000172269,DPAGT1,GPT,ENSG,GENE ID:1798,HGNC:2995,"ALG7,CDG-IJ,D11S366,DGPT,DPAGT,DPAGT2,GPT"
261,ENSG00000116157,GPX7,GPX6,ENSG,GENE ID:2882,HGNC:4559,"FLJ14777,GPX6,NPGPX"
262,ENSG00000105737,GRIK5,GRIK2,ENSG,GENE ID:2901,HGNC:4583,"GLUK5,GRIK2,KA2"
263,ENSG00000169258,GPRIN1,GRIN1,ENSG,GENE ID:114787,HGNC:24835,"GRIN1,KIAA1893"
264,ENSG00000133317,LGALS12,GRIP1,ENSG,GENE ID:85329,HGNC:15788,GRIP1
265,ENSG00000140396,NCOA2,GRIP1,ENSG,GENE ID:10499,HGNC:7669,"BHLHE75,GRIP1,KAT13C,NCOA-2,TIF2"
266,ENSG00000165623,UCMA,GRP,ENSG,GENE ID:221044,HGNC:25205,"C10ORF49,GRP"
267,ENSG00000119862,LGALSL,GRP,ENSG,GENE ID:29094,HGNC:25012,"GRP,HSPC159"
268,ENSG00000153339,TRAPPC8,GSG1,ENSG,GENE ID:22878,HGNC:29169,"GSG1,HST2706,KIAA1012,TRS85"
269,ENSG00000171867,PRNP,GSS,ENSG,GENE ID:5621,HGNC:9449,"ALTPRP,CD230,CJD,GSS,PRIP,PRP"
270,ENSG00000293241,GTF2IP4,GTF2I,ENSG,GENE ID:100093631,,GTF2I
271,ENSG00000100823,APEX1,HAP1,ENSG,GENE ID:328,HGNC:587,"APE,APE-1,APEN,APEX,APX,HAP1,REF-1,REF1"
272,ENSG00000291796,APEX1,HAP1,ENSG,GENE ID:328,HGNC:587,"APE,APE-1,APEN,APEX,APX,HAP1,REF-1,REF1"
273,ENSG00000125821,DTD1,HARS2,ENSG,GENE ID:92675,HGNC:16219,"BA379J5.3,BA555E18.1,C20ORF88,DUEB,HARS2,MGC119131,MGC41905,PQN-68"
274,ENSG00000241388,HNF1A-AS1,HAS1,ENSG,GENE ID:283460,HGNC:26785,"C12ORF27,FLJ38690,HAS1,HASTER,NCRNA00262"
275,ENSG00000088205,DDX18,HAS1,ENSG,GENE ID:8886,HGNC:2741,"HAS1,MRDB"
276,ENSG00000103740,ACSBG1,HBG1,ENSG,GENE ID:23205,HGNC:29567,"BG1,BGM,FLJ30320,HBG1,HSBG,KIAA0631,MGC14352"
277,ENSG00000162337,LRP5,HBM,ENSG,GENE ID:4041,HGNC:6697,"BMND1,EVR1,EVR4,HBM,LR3,LRP7,OPPG,OPS,OPTA1,VBCH2"
278,ENSG00000227735,CYCSP5,HCP5,ENSG,,HGNC:24416,HCP5
279,ENSG00000163606,CD200R1,HCRTR2,ENSG,GENE ID:131450,HGNC:24235,"CD200R,HCRTR2,MOX2R,OX2R"
280,ENSG00000164414,SLC35A1,HCST,ENSG,GENE ID:10559,HGNC:11021,"CMP-SIA-TR,CMPST,HCST"
281,ENSG00000112406,HECA,HDC,ENSG,GENE ID:51696,HGNC:21041,"DJ225E12.1,HDC,HDCL,HHDC"
282,ENSG00000160221,GATD3,HES1,ENSG,GENE ID:8209,HGNC:1273,"C21ORF33,D21S2048E,ES1,GATD3A,GT335,HES1,KNP-I,KNP-IA,KNPH,KNPI"
283,ENSG00000115904,SOS1,HGF,ENSG,GENE ID:6654,HGNC:11187,"GF1,GINGF,HGF"
284,ENSG00000136244,IL6,HGF,ENSG,GENE ID:3569,HGNC:6018,"BSF2,HGF,HSF,IFNB2,IL-6"
285,ENSG00000134709,HOOK1,HK1,ENSG,GENE ID:51361,HGNC:19884,HK1
286,ENSG00000182255,KCNA4,HK1,ENSG,GENE ID:3739,HGNC:6222,"HK1,HPCN2,KCNA4L,KV1.4,PCN2"
287,ENSG00000095066,HOOK2,HK2,ENSG,GENE ID:29911,HGNC:19885,HK2
288,ENSG00000130037,KCNA5,HK2,ENSG,GENE ID:3741,HGNC:6224,"HK2,HPCN1,KV1.5"
289,ENSG00000068796,KIF2A,HK2,ENSG,GENE ID:3796,HGNC:6318,"HK2,KIF2"
290,ENSG00000168172,HOOK3,HK3,ENSG,GENE ID:84376,HGNC:23576,HK3
291,ENSG00000010704,HFE,HLA-H,ENSG,GENE ID:3077,HGNC:4886,"HFE1,HLA-H"
292,ENSG00000116016,EPAS1,HLF,ENSG,GENE ID:2034,HGNC:3374,"BHLHE73,HIF2A,HLF,MOP2,PASD2"
293,ENSG00000135100,HNF1A,HNF1A,ENSG,GENE ID:6927,HGNC:11621,"HNF1,HNF1A,LFB1,MODY3,TCF1"
294,ENSG00000275410,HNF1B,HNF1B,ENSG,GENE ID:6928,HGNC:11630,"HNF1B,HNF1BETA,LFB3,MODY5,TCF2,VHNF1"
295,ENSG00000276194,HNF1B,HNF1B,ENSG,GENE ID:6928,HGNC:11630,"HNF1B,HNF1BETA,LFB3,MODY5,TCF2,VHNF1"
296,ENSG00000288673,DLC1,HP,ENSG,GENE ID:10395,HGNC:2897,"ARHGAP7,DLC-1,HP,P122-RHOGAP,STARD12"
297,ENSG00000164741,DLC1,HP,ENSG,GENE ID:10395,HGNC:2897,"ARHGAP7,DLC-1,HP,P122-RHOGAP,STARD12"
298,ENSG00000141837,CACNA1A,HPCA,ENSG,GENE ID:773,HGNC:1388,"APCA,CACNL1A4,CAV2.1,EA2,FHM,HPCA,MHP,MHP1,SCA6"
299,ENSG00000167766,ZNF83,HPF1,ENSG,GENE ID:55769,HGNC:13158,"FLJ11015,HPF1,ZNF816B"
300,ENSG00000157168,NRG1,HRG,ENSG,GENE ID:3084,HGNC:7997,"GGF,HGL,HRG,NDF,NRG1-IT2"
301,ENSG00000067596,DHX8,HRH1,ENSG,GENE ID:1659,HGNC:2749,"DDX8,DHR2,HRH1,PRP22,PRPF22"
302,ENSG00000109606,DHX15,HRH2,ENSG,GENE ID:1665,HGNC:2738,"DBP1,DDX15,HRH2,PRP43,PRPF43,PRPP43P"
303,ENSG00000276333,HS3ST6,HS3ST5,ENSG,GENE ID:64711,HGNC:14178,HS3ST5
304,ENSG00000162040,HS3ST6,HS3ST5,ENSG,GENE ID:64711,HGNC:14178,HS3ST5
305,ENSG00000221200,MIR1253,HSA-MIR-1253,ENSG,GENE ID:100302208,HGNC:35318,"HSA-MIR-1253,MIRN1253"
306,ENSG00000283935,MIR423,HSA-MIR-423,ENSG,GENE ID:494335,HGNC:31880,"HSA-MIR-423,MIRN423"
307,ENSG00000099251,HSD17B7P2,HSD17B7,ENSG,,HGNC:28120,"BA291L22.1,HSD17B7"
308,ENSG00000290439,HSD17B7P2,HSD17B7,ENSG,GENE ID:158160,HGNC:28120,"BA291L22.1,HSD17B7"
309,ENSG00000149260,CAPN5,HTRA3,ENSG,GENE ID:726,HGNC:1482,"ADNIV,HTRA3,NCL-3,VRNI"
310,ENSG00000108576,SLC6A4,HTT,ENSG,GENE ID:6532,HGNC:11050,"5-HTT,HTT,OCD1,SERT1"
311,ENSG00000276975,HYDIN2,HYDINP1,ENSG,,HGNC:33129,HYDINP1
312,ENSG00000197919,IFNA1,IFNA13,ENSG,GENE ID:3439,HGNC:5417,"IFL,IFN,IFN-ALPHA,IFN-ALPHAD,IFNA13,IFNA@"
313,ENSG00000104783,KCNN4,IK,ENSG,GENE ID:3783,HGNC:6293,"HIKCA1,HKCA4,HSK4,IK,KCA3.1"
314,ENSG00000074842,MYDGF,IL25,ENSG,GENE ID:56005,HGNC:16948,"C19ORF10,IL-25,IL-27,IL25,IL27,IL27W,R33729_1,SF20"
316,ENSG00000172458,IL17D,IL27,ENSG,GENE ID:53342,HGNC:5984,"FLJ30846,IL-17D,IL-27,IL27"
317,ENSG00000138600,SPPL2A,IMP3,ENSG,GENE ID:84888,HGNC:30227,"IMP3,PSL2"
318,ENSG00000136231,IGF2BP3,IMP3,ENSG,GENE ID:10643,HGNC:28868,"CT98,IMP-3,IMP3"
319,ENSG00000196497,IPO4,IMP4,ENSG,GENE ID:79711,HGNC:19426,"FLJ23338,IMP4"
320,ENSG00000285248,IPO4,IMP4,ENSG,GENE ID:79711,HGNC:19426,"FLJ23338,IMP4"
321,ENSG00000005206,SPPL2B,IMP4,ENSG,GENE ID:56928,HGNC:30627,"IMP4,KIAA1532,PSL1"
322,ENSG00000293133,INGX,ING2,ENSG,GENE ID:27160,,"ING1-like,ING2"
323,ENSG00000243468,INGX,ING2,ENSG,,HGNC:6064,"ING1-LIKE,ING2"
324,ENSG00000165688,PMPCA,INPP5E,ENSG,GENE ID:23203,HGNC:18667,"ALPHA-MPP,CLA1,INPP5E,KIAA0123,MAS2,SCAR2"
325,ENSG00000162814,SPATA17,IQCH,ENSG,GENE ID:128153,HGNC:25184,"CFAP305,FAP305,IQCH,MOT17"
326,ENSG00000172780,RAB43,ISY1,ENSG,GENE ID:339122,HGNC:19983,"ISY1,RAB11B,RAB41"
327,ENSG00000171121,KCNMB3,KCNMB2,ENSG,GENE ID:27094,HGNC:6287,"KCNMB2,KCNMBL"
328,ENSG00000189120,SP6,KLF14,ENSG,GENE ID:80320,HGNC:14530,"EPFN,KLF14"
329,ENSG00000122550,KLHL7,KLHL6,ENSG,GENE ID:55975,HGNC:15646,"KLHL6,RP42,SBBI26"
330,ENSG00000164344,KLKB1,KLK3,ENSG,GENE ID:3818,HGNC:6371,KLK3
331,ENSG00000167748,KLK1,KLK6,ENSG,GENE ID:3816,HGNC:6357,KLK6
332,ENSG00000167755,KLK6,KLK7,ENSG,GENE ID:5653,HGNC:6367,"BSSP,KLK7,NEUROSIN,PRSS18,PRSS9"
333,ENSG00000025800,KPNA6,KPNA7,ENSG,GENE ID:23633,HGNC:6399,"FLJ11249,IPOA7,KPNA7,MGC17918"
334,ENSG00000205420,KRT6A,KRT6C,ENSG,GENE ID:3853,HGNC:6443,"CK6C,CK6D,K6C,K6D,KRT6C,KRT6D"
335,ENSG00000254997,KRTAP5-9,KRTAP5-1,ENSG,GENE ID:3846,HGNC:23604,"KRN1,KRTAP5-1,KRTAP5.9"
336,ENSG00000278302,KRTAP5-5,KRTAP5-11,ENSG,GENE ID:439915,HGNC:23601,"KRTAP5-11,KRTAP5.5"
337,ENSG00000185940,KRTAP5-5,KRTAP5-11,ENSG,GENE ID:439915,HGNC:23601,"KRTAP5-11,KRTAP5.5"
338,ENSG00000277291,KRTAP5-5,KRTAP5-11,ENSG,GENE ID:439915,HGNC:23601,"KRTAP5-11,KRTAP5.5"
339,ENSG00000291443,KRTAP5-5,KRTAP5-11,ENSG,GENE ID:439915,HGNC:23601,"KRTAP5-11,KRTAP5.5"
340,ENSG00000241233,KRTAP5-8,KRTAP5-2,ENSG,GENE ID:57830,HGNC:23603,"KRTAP5-2,KRTAP5.8,UHSKERB"
341,ENSG00000244411,KRTAP5-7,KRTAP5-3,ENSG,GENE ID:440050,HGNC:23602,"KRTAP5-3,KRTAP5.7"
342,ENSG00000204571,KRTAP5-11,KRTAP5-6,ENSG,GENE ID:440051,HGNC:23606,"KRTAP5-6,KRTAP5.11"
343,ENSG00000281533,KRTAP5-2,KRTAP5-8,ENSG,GENE ID:440021,HGNC:23597,"KRTAP5-8,KRTAP5.2"
344,ENSG00000291434,KRTAP5-2,KRTAP5-8,ENSG,GENE ID:440021,HGNC:23597,"KRTAP5-8,KRTAP5.2"
345,ENSG00000278489,KRTAP5-2,KRTAP5-8,ENSG,GENE ID:440021,HGNC:23597,"KRTAP5-8,KRTAP5.2"
346,ENSG00000205867,KRTAP5-2,KRTAP5-8,ENSG,GENE ID:440021,HGNC:23597,"KRTAP5-8,KRTAP5.2"
347,ENSG00000275920,KRTAP5-3,KRTAP5-9,ENSG,GENE ID:387266,HGNC:23598,"KRTAP5-9,KRTAP5.3"
348,ENSG00000196224,KRTAP5-3,KRTAP5-9,ENSG,GENE ID:387266,HGNC:23598,"KRTAP5-9,KRTAP5.3"
349,ENSG00000281191,KRTAP5-3,KRTAP5-9,ENSG,GENE ID:387266,HGNC:23598,"KRTAP5-9,KRTAP5.3"
350,ENSG00000291435,KRTAP5-3,KRTAP5-9,ENSG,GENE ID:387266,HGNC:23598,"KRTAP5-9,KRTAP5.3"
351,ENSG00000149970,CNKSR2,KSR2,ENSG,GENE ID:22866,HGNC:19701,"CNK2,KIAA0902,KSR2"
352,ENSG00000112769,LAMA4,LAMA3,ENSG,GENE ID:3910,HGNC:6484,LAMA3
353,ENSG00000135862,LAMC1,LAMB2,ENSG,GENE ID:3915,HGNC:6492,LAMB2
354,ENSG00000169682,SPNS1,LAT,ENSG,GENE ID:83985,HGNC:30621,"HSPIN1,LAT,NRS,PP2030,SLC63A1,SPIN1,SPINL"
355,ENSG00000092068,SLC7A8,LAT2,ENSG,GENE ID:23428,HGNC:11066,"LAT2,LPI-PC1"
356,ENSG00000186577,SMIM29,LBH,ENSG,GENE ID:221491,HGNC:1340,"C6ORF1,LBH,MGC57858"
357,ENSG00000092203,TOX4,LCP1,ENSG,GENE ID:9878,HGNC:20161,"C14ORF92,KIAA0737,LCP1"
358,ENSG00000169744,LDB2,LDB1,ENSG,GENE ID:9079,HGNC:6533,"CLIM1,LDB1"
359,ENSG00000131981,LGALS3,LGALS2,ENSG,GENE ID:3958,HGNC:6563,"GALIG,LGALS2,MAC-2"
360,ENSG00000187416,LHFPL3,LHFPL4,ENSG,GENE ID:375612,HGNC:6589,LHFPL4
361,ENSG00000144749,LRIG1,LIG1,ENSG,GENE ID:26018,HGNC:17360,"DKFZP586O1624,LIG-1,LIG1"
362,ENSG00000168515,SCGB1D1,LIPA,ENSG,GENE ID:10648,HGNC:18395,"LIPA,LPHA,MGC71958"
363,ENSG00000249436,LNCBRM,LNCBRM,ENSG,GENE ID:100996645,HGNC:52752,"LINCR-0003,LNCBRM"
364,ENSG00000228401,LNCEGFL7OS,LNCEGFL7OS,ENSG,,HGNC:58066,"HSPC324,LNCEGFL7OS"
365,ENSG00000257400,LNCHR1,LNCHR1,ENSG,,HGNC:56254,LNCHR1
366,ENSG00000144320,LNPK,LNP1,ENSG,GENE ID:80856,HGNC:21610,"KIAA1715,LNP,LNP1,UL"
367,ENSG00000197223,C1D,LRP1,ENSG,GENE ID:10438,HGNC:29911,"LRP1,RRP47,SUN-COR,SUNCOR"
368,ENSG00000186352,ANKRD37,LRP2BP,ENSG,GENE ID:353322,HGNC:29593,LRP2BP
369,ENSG00000145244,CORIN,LRP4,ENSG,GENE ID:10699,HGNC:19012,"ATC2,CRN,LRP4,PRSC,TMPRSS10"
370,ENSG00000284922,LRTOMT,LRRC51,ENSG,GENE ID:220074,HGNC:25033,"CFAP111,COMT2,DFNB63,LRRC51,LRTOMT1,LRTOMT2"
371,ENSG00000077454,LRCH4,LRRN1,ENSG,GENE ID:4034,HGNC:6691,"LRN,LRRN1"
372,ENSG00000168056,LTBP3,LTBP2,ENSG,GENE ID:4054,HGNC:6716,LTBP2
373,ENSG00000119681,LTBP2,LTBP3,ENSG,GENE ID:4053,HGNC:6715,"C14ORF141,LTBP3"
374,ENSG00000240957,LY6G6F,LY6G6D,ENSG,GENE ID:259215,HGNC:13933,"C6ORF21,G6F,LY6G6D,NG32"
375,ENSG00000241822,LY6G6F,LY6G6D,ENSG,GENE ID:259215,HGNC:13933,"C6ORF21,G6F,LY6G6D,NG32"
376,ENSG00000243804,LY6G6F,LY6G6D,ENSG,GENE ID:259215,HGNC:13933,"C6ORF21,G6F,LY6G6D,NG32"
377,ENSG00000239741,LY6G6F,LY6G6D,ENSG,GENE ID:259215,HGNC:13933,"C6ORF21,G6F,LY6G6D,NG32"
378,ENSG00000240008,LY6G6F,LY6G6D,ENSG,GENE ID:259215,HGNC:13933,"C6ORF21,G6F,LY6G6D,NG32"
379,ENSG00000243003,LY6G6F,LY6G6D,ENSG,GENE ID:259215,HGNC:13933,"C6ORF21,G6F,LY6G6D,NG32"
380,ENSG00000204424,LY6G6F,LY6G6D,ENSG,GENE ID:259215,HGNC:13933,"C6ORF21,G6F,LY6G6D,NG32"
381,ENSG00000228063,LYPLAL1-DT,LYPLAL1-AS1,ENSG,GENE ID:643723,HGNC:50560,LYPLAL1-AS1
382,ENSG00000140374,ETFA,MADD,ENSG,GENE ID:2108,HGNC:3481,"EMA,GA2,MADD"
383,ENSG00000139187,KLRG1,MAFA,ENSG,GENE ID:10219,HGNC:6380,"2F1,CLEC15A,MAFA,MAFA-L"
384,ENSG00000265688,MILIP,MAFG-AS1,ENSG,GENE ID:92659,HGNC:43649,"MAFG-AS1,MAFG-DT"
385,ENSG00000104884,ERCC2,MAG,ENSG,GENE ID:2068,HGNC:3434,"EM9,MAG,MGC102762,MGC126218,MGC126219,XPD"
386,ENSG00000183305,MAGEA2B,MAGEA2,ENSG,"GENE ID:266740,GENE ID:4101",HGNC:19340,"MAGE2,MAGEA2,MGC16973"
388,ENSG00000292187,MAGEA2B,MAGEA2,ENSG,"GENE ID:266740,GENE ID:4101",HGNC:19340,"MAGE2,MAGEA2,MGC16973"
390,ENSG00000046774,MAGEC2,MAGEE1,ENSG,GENE ID:51438,HGNC:13574,"CT10,HCA587,MAGE-C2,MAGEE1"
391,ENSG00000153721,CNKSR3,MAGI1,ENSG,GENE ID:154043,HGNC:23034,"FLJ31349,MAGI1"
392,ENSG00000136383,ALPK3,MAK,ENSG,GENE ID:57538,HGNC:17574,"KIAA1330,MAK,MIDORI"
393,ENSG00000150455,TIRAP,MAL,ENSG,GENE ID:114609,HGNC:17192,"MAL,WYATT"
394,ENSG00000196588,MRTFA,MAL,ENSG,GENE ID:57591,HGNC:14334,"BSAC,KIAA1438,MAL,MKL,MKL1,MRTF-A"
395,ENSG00000164024,METAP1,MAP1A,ENSG,GENE ID:23173,HGNC:15789,"KIAA0094,MAP1A,METAP1A"
396,ENSG00000111142,METAP2,MAP2,ENSG,GENE ID:10988,HGNC:16672,"MAP2,MNPEP,P67"
397,ENSG00000105819,PMPCB,MAS1,ENSG,GENE ID:9512,HGNC:9119,"BETA-MPP,MAS1,MPPB,MPPP52"
398,ENSG00000074054,CLASP1,MAST1,ENSG,GENE ID:23332,HGNC:17088,"KIAA0622,MAST1"
399,ENSG00000165471,MBL2,MBP,ENSG,GENE ID:4153,HGNC:6922,"COLEC1,MBL,MBP,MBP-C,MBP1"
400,ENSG00000186652,PRG2,MBP,ENSG,GENE ID:5553,HGNC:9362,"BMPG,MBP,PROMBP"
401,ENSG00000166508,MCM7,MCM2,ENSG,GENE ID:4176,HGNC:6950,"CDC47,MCM2,PPP1R104"
402,ENSG00000270920,MCRIP2P2,MCRIP2P1,ENSG,,HGNC:49631,"FAM195DP,MCRIP2P1"
403,ENSG00000291684,PCDHB16,ME1,ENSG,GENE ID:57717,HGNC:14546,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A"
404,ENSG00000272674,PCDHB16,ME1,ENSG,GENE ID:57717,HGNC:14546,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A"
405,ENSG00000197479,PCDHB11,ME2,ENSG,GENE ID:56125,HGNC:8682,"ME2,PCDH-BETA11"
406,ENSG00000075275,CELSR1,ME2,ENSG,GENE ID:9620,HGNC:1850,"ADGRC1,CDHF9,FMI2,HFMI2,ME2"
407,ENSG00000291690,PCDHB11,ME2,ENSG,GENE ID:56125,HGNC:8682,"ME2,PCDH-BETA11"
408,ENSG00000253485,PCDHGA5,ME3,ENSG,GENE ID:56110,HGNC:8703,"CDH-GAMMA-A5,ME3,PCDH-GAMMA-A5"
409,ENSG00000129071,MBD4,MED1,ENSG,GENE ID:8930,HGNC:6919,MED1
410,ENSG00000148297,MED22,MED24,ENSG,GENE ID:6837,HGNC:11477,"MED24,SRB6,SURF5"
411,ENSG00000281022,MED22,MED24,ENSG,GENE ID:6837,HGNC:11477,"MED24,SRB6,SURF5"
412,ENSG00000141026,MED9,MED25,ENSG,GENE ID:55090,HGNC:25487,"FLJ10193,MED25"
413,ENSG00000179277,MEIS3P1,MEIS3,ENSG,,HGNC:7002,"MEIS3,MEIS4,MRG2"
414,ENSG00000137776,SLTM,MET,ENSG,GENE ID:79811,HGNC:20709,"FLJ13213,MET"
415,ENSG00000282607,MGAM,MGA,ENSG,GENE ID:8972,HGNC:7043,MGA
416,ENSG00000257335,MGAM,MGA,ENSG,GENE ID:8972,HGNC:7043,MGA
417,ENSG00000124003,MOGAT1,MGAT1,ENSG,GENE ID:116255,HGNC:18210,"DGAT2L,DGAT2L1,MGAT1"
418,ENSG00000166391,MOGAT2,MGAT2,ENSG,GENE ID:80168,HGNC:23248,"DGAT2L5,FLJ22644,MGAT2"
419,ENSG00000106384,MOGAT3,MGAT3,ENSG,GENE ID:346606,HGNC:23249,"DC7,DGAT2L2,MGAT3"
420,ENSG00000186710,CFAP73,MIA2,ENSG,GENE ID:387885,HGNC:37100,"CCDC42B,MIA2"
421,ENSG00000105141,CASP14,MICE,ENSG,GENE ID:23581,HGNC:1502,"CASPASE-14,MGC119078,MGC119079,MICE"
422,ENSG00000285025,MIURF,MIEF1,ENSG,GENE ID:127898561,,"AltMIEF1,AltMiD51,MIEF1,MIEF1-MP"
423,ENSG00000104899,AMH,MIF,ENSG,GENE ID:268,HGNC:464,"MIF,MIS"
424,ENSG00000163220,S100A9,MIF,ENSG,GENE ID:6280,HGNC:10499,"60B8AG,CAGB,CFAG,CGLB,LIAG,MAC387,MIF,MRP-14,MRP14,NIF,P14,S100-A9"
425,ENSG00000274847,MAFIP,MIP,ENSG,GENE ID:727764,HGNC:31102,"FLJ00219,FLJ35473,FLJ39633,MIP,PP5644,TEKT4P4"
426,ENSG00000083312,TNPO1,MIP,ENSG,GENE ID:3842,HGNC:6401,"IPO2,KPNB2,MIP,MIP1,TRN"
427,ENSG00000027001,MIPEP,MIP,ENSG,GENE ID:4285,HGNC:7104,MIP
428,ENSG00000283441,MIR499B,MIR499A,ENSG,GENE ID:100616134,HGNC:41640,"HSA-MIR-499A,MIR499A"
429,ENSG00000168530,MYL1,MLC1,ENSG,GENE ID:4632,HGNC:7582,"MLC-1,MLC1,MLC1/3,MLC1F,MLC3F"
430,ENSG00000227877,MRLN,MLN,ENSG,GENE ID:100507027,HGNC:48649,"LINC-RAM,LINC00948,M1,MLN,MUSER1"
